#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
325	-132635	-124882	-127172	-144856	-137552	-121498	-119505	-127139	-127471	-124652
326	-132499	-124536	-127044	-144928	-137402	-121439	-119452	-127248	-127376	-124671
327	-132411	-124391	-126984	-144868	-137205	-121367	-119330	-127225	-127571	-124630
328	-132486	-124349	-126968	-144520	-137176	-121400	-119151	-127193	-127522	-124917
329	-132432	-124370	-126875	-144266	-137062	-121527	-119059	-127336	-127417	-124891
330	-132419	-124521	-126899	-144244	-136978	-121467	-119048	-127235	-127335	-124974
331	-132723	-124559	-126931	-144310	-136970	-121828	-119178	-127138	-127436	-125061
332	-132928	-124605	-126777	-144563	-136842	-121684	-119128	-127012	-127283	-125275
333	-132902	-124507	-126720	-144631	-136579	-121376	-118971	-126847	-127382	-125188
334	-132920	-124438	-126764	-144593	-136515	-121258	-119163	-126869	-127393	-125152
335	-133030	-124371	-126540	-144391	-136414	-121275	-119420	-127064	-127396	-125083
336	-132998	-124108	-126363	-144387	-136265	-121311	-119474	-127252	-127374	-125063
337	-132980	-124004	-126339	-144263	-136063	-121378	-119618	-127286	-127433	-124845
338	-133022	-123958	-126202	-144150	-136126	-121547	-119673	-127301	-127485	-124803
339	-133193	-123818	-126163	-143969	-135939	-121670	-119703	-127356	-127465	-125050
340	-133505	-123757	-126175	-143851	-136139	-121800	-119858	-127377	-127632	-125131
341	-133646	-123782	-126153	-143656	-136130	-121908	-119640	-127205	-127575	-125198
342	-133891	-123723	-126140	-143478	-136133	-122062	-119569	-127146	-127547	-125340
343	-134048	-123757	-125920	-143447	-136197	-122219	-119441	-127043	-127505	-125542
344	-134036	-123793	-125881	-143267	-136087	-122196	-119307	-126990	-127660	-125530
345	-134143	-123946	-125752	-143310	-136060	-121957	-119319	-126734	-127880	-125351
346	-134268	-124006	-125692	-143082	-136122	-121898	-119321	-126601	-128044	-125554
347	-134211	-124296	-125583	-143081	-136170	-121618	-119512	-126573	-128175	-125550
348	-134179	-124247	-125628	-143155	-136220	-121473	-119523	-126441	-128179	-125336
349	-134247	-124347	-125608	-143272	-136197	-121428	-119702	-126734	-127978	-125173
350	-134253	-124247	-125522	-143194	-136265	-121550	-119762	-126714	-127963	-125128
351	-134229	-124167	-125493	-143094	-136184	-121670	-119699	-126757	-127954	-125085
352	-134384	-124185	-125400	-143069	-136207	-121696	-119709	-126919	-127566	-125106
353	-134394	-124168	-125377	-142998	-136145	-121798	-119754	-127044	-127609	-125092
354	-134422	-124167	-125445	-142851	-135986	-121912	-119841	-127064	-127658	-125263
355	-134398	-124253	-125292	-142813	-135898	-121911	-120139	-127023	-127934	-125273
356	-134531	-124398	-125287	-142647	-135945	-121922	-120276	-126990	-128014	-125141
357	-134812	-124479	-125216	-142435	-136027	-122071	-120367	-127051	-128181	-125202
358	-134901	-124741	-125119	-142298	-135957	-122006	-120410	-127117	-128255	-125192
359	-134817	-124828	-125030	-142126	-135855	-122019	-120434	-127140	-128557	-125241
360	-134629	-124828	-124934	-142175	-135901	-121981	-120597	-127203	-128645	-125342
361	-134509	-124920	-124952	-142103	-135850	-121940	-120679	-127330	-128628	-125370
362	-134605	-124854	-124845	-142017	-135768	-121949	-120633	-127411	-128786	-125273
363	-134738	-124682	-124880	-142114	-135815	-121748	-120472	-127450	-128704	-125425
364	-134996	-124698	-125068	-142123	-135763	-121681	-120405	-127347	-128474	-125655
365	-134978	-124769	-125224	-142193	-136025	-121644	-120493	-127429	-128242	-125851
366	-135302	-124787	-125339	-142445	-136064	-121566	-120427	-127611	-128032	-126001
367	-135434	-124721	-125486	-142807	-136242	-121610	-120541	-127673	-128078	-126141
368	-135624	-124926	-125469	-142850	-136255	-121627	-120711	-127887	-128111	-126266
369	-135823	-124964	-125302	-142757	-136302	-121696	-120901	-127796	-128142	-126449
370	-135873	-124981	-125147	-142675	-136324	-121848	-120921	-127726	-128096	-126507
371	-135861	-125288	-125038	-142602	-136285	-121905	-120967	-127503	-127925	-126625
372	-135872	-125521	-124956	-142484	-136150	-121795	-121145	-127399	-127897	-126804
373	-135882	-125585	-124780	-142392	-135968	-122017	-121310	-127555	-127991	-126907
374	-135727	-125715	-124691	-142255	-135990	-122150	-121372	-127637	-128093	-126987
375	-135726	-125942	-124692	-142274	-136016	-122075	-121455	-127892	-128061	-127144
376	-135614	-125937	-124952	-142275	-136138	-121956	-121297	-127985	-128018	-127217
377	-135688	-126106	-125121	-142434	-136194	-122069	-121179	-128015	-128156	-127378
378	-135532	-126151	-125122	-142468	-135975	-122056	-121273	-127913	-128119	-127463
379	-135519	-126330	-125144	-142407	-136100	-122171	-121312	-127972	-127970	-127603
380	-135619	-126233	-125102	-142511	-136187	-122190	-121436	-128115	-127845	-127919
381	-135851	-126094	-124946	-142579	-136453	-122133	-121422	-128087	-127855	-128163
382	-135939	-126074	-124734	-142412	-136636	-122090	-121506	-128121	-127793	-128300
383	-135791	-126105	-124597	-142481	-136610	-122284	-121545	-128098	-127914	-128300
384	-135789	-126248	-124697	-142660	-136556	-122294	-121581	-128021	-128269	-128422
385	-135705	-126196	-125019	-142630	-136661	-122597	-121733	-128044	-128369	-128530
386	-135500	-126242	-125099	-142474	-136721	-122776	-121966	-128016	-128294	-128408
387	-135387	-126149	-125118	-142529	-136655	-122772	-121825	-128093	-128336	-128370
388	-135458	-126025	-125005	-142817	-136817	-122691	-121877	-128339	-128405	-128451
389	-135726	-125713	-124912	-143031	-136691	-122421	-122087	-128491	-128510	-128545
390	-135713	-125520	-124740	-143042	-136530	-122410	-122071	-128570	-128528	-128638
391	-135837	-125406	-124697	-143078	-136708	-122340	-121901	-128689	-128368	-128547
392	-135774	-125357	-124685	-143190	-136809	-122496	-121883	-128748	-128342	-128420
393	-135831	-125240	-124734	-143220	-136938	-122590	-121992	-128728	-128309	-128357
394	-135851	-125184	-124819	-143278	-136983	-122761	-122027	-128826	-128488	-128665
395	-135821	-125171	-124905	-143318	-136935	-122878	-122151	-128830	-128398	-128662
396	-135755	-125258	-124989	-143123	-136975	-122769	-122252	-128588	-128364	-128592
397	-135796	-125082	-124779	-142976	-136900	-122835	-122369	-128710	-128372	-128390
398	-135760	-124963	-124649	-142871	-136814	-122778	-122362	-128820	-128521	-128465
399	-135714	-124967	-124757	-142937	-136802	-122963	-122442	-129083	-128389	-128362
400	-135636	-124870	-124603	-143086	-136775	-122885	-122590	-129152	-128326	-128357
401	-135663	-124661	-124473	-143279	-136902	-122759	-122433	-129201	-128347	-128591
402	-135686	-124877	-124308	-143550	-137199	-122795	-122422	-129053	-128154	-128652
403	-135755	-124968	-124353	-143687	-137262	-122759	-122588	-129086	-128026	-128693
404	-135964	-125165	-124444	-143659	-137306	-122732	-122615	-128939	-127822	-128748
405	-135905	-125016	-124299	-143659	-137362	-122726	-122673	-128915	-127874	-128894
406	-135982	-124970	-124386	-143745	-137457	-122849	-122724	-128772	-127829	-128980
407	-136102	-124958	-124625	-143657	-137500	-122889	-122726	-128980	-127679	-128898
408	-136170	-124869	-124456	-143831	-137355	-123012	-122820	-129118	-127836	-128728
409	-136089	-124870	-124528	-143907	-137291	-123143	-122729	-129044	-127855	-128772
410	-136048	-124874	-124445	-144028	-137255	-122970	-122693	-129151	-127617	-128771
411	-136080	-125050	-124467	-144056	-137315	-123029	-122755	-129248	-127328	-128805
412	-136068	-125175	-124615	-144103	-137462	-122700	-122877	-129237	-127324	-128877
413	-135956	-125096	-124771	-144089	-137452	-122809	-122894	-129284	-127390	-128930
414	-136092	-124982	-124691	-144386	-137585	-122796	-122878	-129192	-127384	-129208
415	-136102	-125123	-124649	-144365	-137712	-122869	-122909	-129277	-127242	-129299
416	-136080	-125211	-124673	-144462	-137695	-122952	-122773	-129305	-127094	-129255
417	-136060	-125254	-124870	-144627	-137614	-122906	-122717	-129449	-127214	-129241
418	-136228	-125176	-124866	-144455	-137642	-122708	-122665	-129362	-127094	-129188
419	-136306	-125074	-125077	-144527	-137497	-122766	-122528	-129288	-127025	-129024
420	-136350	-125135	-125021	-144502	-137490	-122817	-122429	-129219	-126817	-128948
421	-136211	-125265	-125141	-144568	-137477	-122717	-122485	-129091	-126912	-128967
422	-136243	-124908	-125290	-144588	-137312	-122744	-122524	-129167	-127011	-128895
423	-136236	-124726	-125243	-144596	-137262	-122616	-122470	-129008	-127187	-128901
424	-136319	-124852	-125182	-144524	-137179	-122768	-122403	-128825	-127505	-128827
425	-136287	-125118	-125367	-144409	-137237	-122550	-122205	-128471	-127246	-128811
426	-136237	-125051	-125515	-144523	-137235	-122179	-122238	-128439	-127066	-128633
427	-136201	-124735	-125524	-144649	-137341	-122148	-122079	-128319	-127081	-128408
428	-136246	-124636	-125689	-144825	-137424	-122162	-122056	-128427	-126897	-128264
429	-136279	-124492	-126026	-144705	-137296	-122312	-122011	-128407	-126784	-128346
430	-136265	-124366	-126166	-144883	-137367	-122441	-121921	-128330	-126714	-128246
431	-136267	-124298	-126254	-145044	-137254	-122513	-121876	-128005	-126640	-128108
432	-136265	-124309	-126425	-145348	-137366	-122532	-121789	-128056	-126541	-128204
433	-136422	-124311	-126371	-145192	-137275	-122346	-121735	-128059	-126555	-128288
434	-136291	-124200	-126518	-145265	-137185	-122271	-121660	-128242	-126752	-128219
435	-136313	-124218	-126429	-145137	-137285	-122292	-121604	-128290	-126945	-128218
436	-136080	-124235	-126410	-145053	-137222	-122401	-121721	-128228	-126842	-128302
437	-135675	-124324	-126802	-144785	-137427	-122540	-121788	-128159	-126810	-128220
438	-135426	-124324	-126869	-144735	-137344	-122550	-121712	-128309	-126586	-128055
439	-135278	-124446	-126932	-144642	-137437	-122668	-121485	-128303	-126369	-128039
440	-135103	-124390	-126911	-144585	-137543	-122857	-121411	-128240	-126154	-127974
441	-134950	-124375	-127130	-144734	-137548	-123118	-121169	-128285	-126091	-128076
442	-134846	-124454	-127171	-144742	-137464	-123207	-121060	-128345	-126115	-128357
443	-134710	-124503	-127077	-144529	-137552	-123442	-120929	-128324	-126088	-128348
444	-134821	-124543	-126967	-144653	-137534	-123436	-120794	-128399	-126195	-128320
445	-134909	-124578	-127094	-144811	-137379	-123375	-120799	-128261	-126440	-128136
446	-134796	-124708	-127133	-144920	-137290	-123413	-120874	-128290	-126481	-128014
447	-134796	-124831	-126969	-145097	-137240	-123334	-120962	-128359	-126736	-127915
448	-134955	-124806	-126956	-145241	-137425	-123319	-121127	-128228	-126818	-128043
449	-134867	-124979	-126765	-145361	-137571	-123167	-121012	-128418	-126937	-128297
450	-134685	-125148	-126794	-145199	-137641	-123090	-120816	-128527	-127023	-128309
451	-134423	-124965	-126825	-144986	-137623	-123107	-120841	-128626	-126817	-128229
452	-134411	-125077	-126945	-144958	-137656	-123181	-120785	-128666	-126796	-128172
453	-134395	-125021	-126913	-144939	-137773	-123225	-120670	-128550	-126892	-128331
454	-134182	-125011	-127104	-144991	-137734	-123166	-120527	-128431	-126812	-128130
455	-134158	-125396	-127095	-144963	-137742	-123059	-120370	-128461	-126804	-127928
456	-134271	-125461	-127332	-145136	-137723	-122967	-120068	-128395	-126811	-127931
457	-134100	-125345	-127350	-145100	-137477	-122897	-119943	-128474	-126735	-128063
458	-134103	-125377	-127240	-145185	-137368	-122930	-119987	-128459	-126573	-127919
459	-134181	-125335	-127281	-145417	-137107	-122855	-119924	-128450	-126636	-127910
460	-134215	-125414	-127320	-145664	-137181	-122737	-120148	-128645	-126556	-127829
461	-134080	-125343	-127354	-145935	-137194	-122676	-120281	-128782	-126663	-127835
462	-134061	-125274	-127407	-146106	-137216	-122423	-120292	-128915	-126663	-127597
463	-133929	-125203	-127343	-146260	-137305	-122302	-120322	-128861	-126724	-127583
464	-133712	-125024	-127400	-146124	-137320	-122418	-120207	-128987	-126664	-127557
465	-133710	-124985	-127487	-145911	-137206	-122351	-120123	-128983	-126699	-127477
466	-133447	-124856	-127646	-145758	-137081	-122641	-119923	-128878	-126766	-127475
467	-133442	-124791	-127585	-145666	-137025	-122597	-119801	-128857	-126890	-127562
468	-133493	-124631	-127640	-145621	-137033	-122630	-119642	-128926	-127132	-127540
469	-133483	-124650	-127685	-145583	-136840	-122629	-119458	-129015	-127207	-127431
470	-133321	-124767	-127620	-145704	-136633	-122416	-119387	-128876	-127501	-127445
471	-133353	-124841	-127695	-145615	-136511	-122400	-119432	-128817	-127674	-127416
472	-133265	-124915	-127439	-145465	-136502	-122365	-119663	-129010	-127427	-127364
473	-133184	-124794	-127359	-145512	-136477	-122370	-119778	-128965	-127379	-127175
474	-133237	-124531	-127217	-145245	-136397	-122368	-119739	-128971	-127353	-127040
475	-133032	-124383	-127220	-145119	-136296	-122298	-119643	-128891	-127356	-127081
476	-132899	-124254	-127243	-145142	-136246	-122210	-119638	-128780	-127289	-126977
477	-132889	-124382	-127295	-145120	-136062	-122190	-119716	-128512	-127248	-126793
478	-132909	-124421	-127303	-145238	-135913	-122208	-119636	-128344	-127217	-126807
479	-133172	-124384	-127375	-145073	-135704	-122269	-119542	-128137	-127202	-126720
480	-133471	-124436	-127272	-145013	-135660	-122278	-119480	-128014	-127411	-126676
481	-133665	-124559	-127278	-145020	-135698	-122055	-119376	-127961	-127351	-126808
482	-133541	-124544	-127065	-145022	-135660	-121981	-119428	-127876	-127446	-126711
483	-133396	-124581	-126720	-144807	-135751	-121983	-119417	-127881	-127553	-126654
484	-133237	-124745	-126560	-144793	-135759	-121922	-119408	-127601	-127766	-126525
485	-133145	-124743	-126564	-144725	-135865	-121976	-119456	-127278	-127930	-126456
486	-133119	-124821	-126402	-144384	-135773	-122030	-119353	-126992	-127901	-126323
487	-133064	-124639	-126426	-144162	-135707	-122054	-119408	-126765	-127944	-126132
488	-133148	-124424	-126478	-144202	-135527	-122085	-119245	-126696	-127950	-125968
489	-132938	-124426	-126643	-144375	-135372	-122069	-119186	-126786	-127925	-125704
490	-132933	-124231	-126662	-144486	-135392	-122006	-119090	-126803	-127973	-125494
491	-133009	-124182	-126642	-144416	-135403	-121933	-119138	-126969	-127943	-125370
492	-133059	-124235	-126742	-144403	-135299	-121729	-118967	-126768	-127937	-125231
493	-133043	-124136	-126739	-144298	-135304	-121571	-118911	-126637	-127801	-125125
494	-133061	-124015	-126653	-144104	-135485	-121480	-118815	-126432	-127768	-124936
495	-133229	-123830	-126475	-143850	-135444	-121470	-118827	-126311	-128074	-124874
496	-133121	-123684	-126584	-143550	-135516	-121436	-118856	-126290	-128165	-124799
497	-133276	-123485	-126504	-143372	-135654	-121462	-118899	-126225	-128383	-124797
498	-133177	-123430	-126574	-143036	-135550	-121491	-119000	-126166	-128513	-124687
499	-133208	-123574	-126522	-142904	-135526	-121382	-119128	-125766	-128564	-124443
500	-133073	-123559	-126502	-142829	-135497	-121391	-119130	-125741	-128551	-124285
501	-132964	-123233	-126466	-143000	-135321	-121267	-118947	-125567	-128516	-124238
502	-133069	-123064	-126700	-142949	-135344	-121071	-118865	-125617	-128401	-124205
503	-133139	-122931	-126758	-142743	-135394	-121071	-118815	-125641	-128423	-124061
504	-133338	-122760	-126688	-142888	-135381	-120872	-118561	-125874	-128380	-123809
505	-133488	-122611	-126654	-143001	-135404	-120799	-118390	-125962	-128595	-123831
506	-133471	-122661	-126632	-142969	-135387	-120745	-118558	-125782	-128702	-123787
507	-133402	-122608	-126700	-142839	-135419	-120784	-118696	-125457	-128840	-123745
508	-133305	-122680	-126652	-142693	-135387	-120793	-118778	-125263	-129027	-123769
509	-133359	-122599	-126543	-142702	-135358	-120802	-118914	-125366	-129014	-123657
510	-133294	-122843	-126549	-142616	-135170	-120832	-119098	-125189	-128955	-123679
511	-133066	-122813	-126584	-142484	-135235	-120864	-119023	-125304	-128832	-123655
512	-132976	-122980	-126453	-142521	-135421	-120900	-118945	-125255	-128623	-123568
513	-132879	-122947	-126348	-142468	-135485	-120805	-119017	-125103	-128661	-123447
514	-132918	-123047	-126354	-142331	-135538	-120847	-118854	-125156	-128587	-123396
515	-132983	-122967	-126339	-142375	-135683	-120825	-118859	-125229	-128714	-123338
516	-133022	-122887	-126392	-142476	-135792	-120796	-118902	-125083	-128758	-123328
517	-133077	-123000	-126416	-142440	-135717	-120831	-119102	-125092	-128601	-123325
518	-133160	-123263	-126426	-142367	-135769	-120555	-119016	-125060	-128784	-123361
519	-133401	-123201	-126473	-142464	-135695	-120622	-119141	-124988	-128778	-123240
520	-133368	-123279	-126727	-142309	-135407	-120673	-119267	-125094	-128651	-123162
521	-133088	-123212	-126801	-141987	-135124	-120503	-119413	-125153	-128736	-123143
522	-133145	-123311	-126762	-141841	-134878	-120590	-119309	-125232	-128891	-122991
523	-133316	-123151	-126710	-141834	-134952	-120718	-119242	-125332	-128958	-122893
524	-133420	-123104	-126648	-141869	-135043	-120807	-119224	-125373	-128725	-122832
525	-133270	-123303	-126465	-141680	-134926	-120718	-118860	-125470	-128533	-122816
526	-133042	-123475	-126442	-141828	-134821	-120889	-118769	-125363	-128504	-122829
527	-133075	-123301	-126512	-141717	-134875	-120972	-118817	-125282	-128405	-122884
528	-133186	-123072	-126623	-141559	-134816	-121052	-118978	-125465	-128340	-123014
529	-133195	-123034	-126641	-141366	-134715	-121054	-118999	-125470	-128410	-123156
530	-133151	-122748	-126751	-141186	-134715	-121243	-119015	-125370	-128493	-123113
531	-133203	-122619	-126675	-141065	-134628	-121546	-118948	-125358	-128453	-123059
532	-133294	-122679	-126605	-141057	-134646	-121550	-119054	-125261	-128449	-122993
533	-133010	-122820	-126573	-140951	-134449	-121602	-119084	-125296	-128689	-122803
534	-132963	-122731	-126416	-141046	-134466	-121616	-119228	-125346	-128610	-122696
535	-132802	-122737	-126186	-141022	-134560	-121477	-119346	-125451	-128501	-122607
536	-132785	-122677	-126018	-140691	-134539	-121382	-119587	-125616	-128416	-122555
537	-132789	-122576	-126091	-140571	-134662	-121374	-119569	-125652	-128435	-122510
